time/time_elapsed,train/actor_loss,rollout/ep_len_mean,time/fps,train/n_updates,time/episodes,time/total_timesteps,train/learning_rate,rollout/ep_rew_mean,train/critic_loss,eval/mean_reward,eval/mean_ep_length
71833,-33.224945068359375,878.26,13,996740,2216,996841,0.0003,2852.65018423,1.431467890739441,,
,-33.32398223876953,,,999899,,1000000,0.0003,,1.523578405380249,3137.6023166000004,911.6
72381,-32.01032638549805,879.85,13,1000899,2220,1001000,0.0003,2867.1515567899996,10.179475784301758,,
72628,-32.54499053955078,895.43,13,1004690,2224,1004791,0.0003,2937.1456063799997,1.5786325931549072,,
72806,-33.53187561035156,882.67,13,1007414,2228,1007515,0.0003,2911.85950706,9.441152572631836,,
73051,-32.77061080932617,883.1,13,1011414,2232,1011515,0.0003,2923.4249326799995,8.769994735717773,,
73298,-32.335941314697266,901.82,13,1015414,2236,1015515,0.0003,2992.85647868,1.52886164188385,,
73595,-33.877830505371094,908.73,13,1019414,2240,1019515,0.0003,3019.0638734199997,1.2599425315856934,,
73895,-32.834903717041016,933.0,13,1023414,2244,1023515,0.0003,3095.2188998799998,7.83599853515625,,
74193,-32.58600997924805,937.61,13,1027414,2248,1027515,0.0003,3106.49501312,5.282583236694336,,
74498,-33.31272506713867,937.61,13,1031414,2252,1031515,0.0003,3102.3636904,8.592445373535156,,
74776,-33.06834411621094,933.55,13,1035008,2256,1035109,0.0003,3079.0080308800007,0.6842234134674072,,
75088,-32.322113037109375,943.32,13,1039008,2260,1039109,0.0003,3105.3974226600003,1.3488143682479858,,
75338,-33.317726135253906,935.57,13,1042116,2264,1042217,0.0003,3058.3671213899997,1.0556011199951172,,
75632,-33.38902282714844,935.57,13,1046116,2268,1046217,0.0003,3047.93089034,3.7463183403015137,,
75855,-33.386863708496094,925.83,13,1049142,2272,1049243,0.0003,3008.6221979500006,0.7791648507118225,,
76123,-33.34134292602539,930.75,13,1052892,2276,1052993,0.0003,3032.6312030999998,1.217660903930664,,
76284,-32.4615592956543,913.76,13,1055193,2280,1055294,0.0003,2972.14454482,1.7109034061431885,,
76411,-33.453163146972656,901.08,13,1056954,2284,1057055,0.0003,2926.12318729,0.7719559669494629,,
76554,-32.36112976074219,880.64,13,1058910,2288,1059011,0.0003,2856.1434322400005,2.060673475265503,,
76739,-32.755226135253906,865.12,13,1061358,2292,1061459,0.0003,2802.684393689999,0.9941181540489197,,
76958,-32.32482147216797,855.38,13,1064384,2296,1064485,0.0003,2769.7085876,9.099329948425293,,
77103,-32.78089904785156,835.89,13,1066435,2300,1066536,0.0003,2702.0147063,0.9873778820037842,,
77340,-32.46595764160156,835.7,13,1069759,2304,1069860,0.0003,2693.150082859999,1.0433270931243896,,
77545,-32.278526306152344,839.02,13,1072642,2308,1072743,0.0003,2698.7551666499994,1.367294192314148,,
77769,-32.401607513427734,831.66,13,1075906,2312,1076007,0.0003,2663.7670271399998,1.3884503841400146,,
77980,-32.76477813720703,823.3,13,1079070,2316,1079171,0.0003,2625.17576432,1.409417986869812,,
78221,-32.970760345458984,821.71,13,1083070,2320,1083171,0.0003,2620.37719294,1.1947119235992432,,
78377,-32.567100524902344,807.9,13,1085480,2324,1085581,0.0003,2576.56904789,9.843542098999023,,
78635,-32.51044845581055,820.66,13,1089480,2328,1089581,0.0003,2624.3875233400004,1.425665259361267,,
78774,-31.808626174926758,801.11,13,1091525,2332,1091626,0.0003,2557.18135289,0.9963144659996033,,
78910,-32.59892272949219,781.83,13,1093597,2336,1093698,0.0003,2491.6629464599996,1.3772763013839722,,
79177,-31.601696014404297,781.83,13,1097597,2340,1097698,0.0003,2489.1071809299997,9.49991226196289,,
,-31.95714569091797,,,1099899,,1100000,0.0003,,1.5042083263397217,3241.8499094000003,1000.0
79836,-32.01924133300781,784.85,13,1101899,2344,1102000,0.0003,2502.39100573,1.1203428506851196,,
80122,-31.479520797729492,784.85,13,1105899,2348,1106000,0.0003,2502.1648395,1.3441853523254395,,
80420,-31.879520416259766,784.85,13,1109899,2352,1110000,0.0003,2502.50936017,10.066915512084961,,
80636,-31.685558319091797,779.04,13,1112912,2356,1113013,0.0003,2484.80714886,0.9694477915763855,,
80936,-32.709442138671875,778.84,13,1116892,2360,1116993,0.0003,2481.71053066,9.648944854736328,,
81228,-32.23497009277344,787.76,13,1120892,2364,1120993,0.0003,2523.04688116,1.1606836318969727,,
81323,-32.27249526977539,760.54,13,1122170,2368,1122271,0.0003,2435.3493109399997,1.7267359495162964,,
81483,-31.47719955444336,752.12,13,1124354,2372,1124455,0.0003,2412.04298658,8.685007095336914,,
81627,-31.312896728515625,734.28,13,1126320,2376,1126421,0.0003,2354.61858918,1.4221463203430176,,
81944,-30.638837814331055,751.27,13,1130320,2380,1130421,0.0003,2407.8986796400004,1.2875007390975952,,
82211,-32.144447326660156,766.36,13,1133590,2384,1133691,0.0003,2458.5060719099997,8.879934310913086,,
82461,-31.196704864501953,778.39,13,1136749,2388,1136850,0.0003,2498.30141695,1.6042733192443848,,
82768,-30.347396850585938,793.91,13,1140749,2392,1140850,0.0003,2547.54400063,4.709811210632324,,
83071,-31.198055267333984,803.15,13,1144699,2396,1144800,0.0003,2578.9426939600003,2.0428123474121094,,
83178,-30.92176055908203,796.25,13,1146060,2400,1146161,0.0003,2554.94129189,1.227233648300171,,
83480,-33.136680603027344,802.47,13,1150006,2404,1150107,0.0003,2576.38778438,0.954721987247467,,
83632,-31.72844123840332,793.8,13,1152022,2408,1152123,0.0003,2550.97685932,2.4641478061676025,,
83846,-32.47430419921875,791.28,13,1155034,2412,1155135,0.0003,2546.69116808,1.6008362770080566,,
84060,-31.152873992919922,789.95,13,1158065,2416,1158166,0.0003,2541.49444034,3.031304121017456,,
84347,-31.632143020629883,789.95,13,1162065,2420,1162166,0.0003,2531.24847267,4.13737154006958,,
84633,-31.119163513183594,805.85,13,1166065,2424,1166166,0.0003,2577.60640616,3.311221122741699,,
84848,-31.407390594482422,795.95,13,1169075,2428,1169176,0.0003,2534.9957894500003,4.677476406097412,,
85134,-31.19131088256836,815.5,13,1173075,2432,1173176,0.0003,2589.261555,1.4234037399291992,,
85412,-31.775226593017578,834.78,13,1177075,2436,1177176,0.0003,2650.83404732,2.1427905559539795,,
85649,-31.49980926513672,830.2,13,1180617,2440,1180718,0.0003,2641.5984959799994,1.191434383392334,,
85861,-32.91645812988281,818.35,13,1183734,2444,1183835,0.0003,2607.0725152299997,1.1975429058074951,,
85984,-31.655344009399414,796.59,13,1185558,2448,1185659,0.0003,2537.97192698,1.1935453414916992,,
86221,-32.62064743041992,792.08,13,1189107,2452,1189208,0.0003,2532.03948304,0.9631384015083313,,
86478,-32.74018096923828,801.95,13,1193107,2456,1193208,0.0003,2570.99149241,10.644808769226074,,
86755,-31.598051071166992,802.15,13,1197107,2460,1197208,0.0003,2580.09761765,1.523748517036438,,
86800,-31.696260452270508,767.62,13,1197654,2464,1197755,0.0003,2466.62897763,1.64090096950531,,
86878,-32.303585052490234,765.48,13,1198718,2468,1198819,0.0003,2460.8242308500003,78.33131408691406,,
,-30.992605209350586,,,1199899,,1200000,0.0003,,1.936417579650879,2604.9545558,833.2
87278,-32.33488464355469,755.64,13,1199918,2472,1200019,0.0003,2426.1177098200005,1.903627634048462,,
87509,-31.520374298095703,766.2,13,1202940,2476,1203041,0.0003,2461.79253995,2.154421806335449,,
87781,-32.04597473144531,766.2,13,1206940,2480,1207041,0.0003,2471.6566348,1.7141283750534058,,
88034,-31.581796646118164,773.5,13,1210940,2484,1211041,0.0003,2509.36718482,1.5316028594970703,,
88235,-32.11561965942383,772.77,13,1214026,2488,1214127,0.0003,2521.4950374100004,2.2400975227355957,,
88504,-32.09254837036133,772.77,13,1218026,2492,1218127,0.0003,2538.0471169299994,1.4688735008239746,,
88745,-32.91057586669922,770.8,13,1221779,2496,1221880,0.0003,2538.84014991,8.537740707397461,,
88944,-32.8382568359375,787.39,13,1224799,2500,1224900,0.0003,2602.1372730000003,2.0427939891815186,,
89204,-32.714210510253906,787.93,13,1228799,2504,1228900,0.0003,2615.54245027,10.097716331481934,,
89500,-33.41648864746094,807.77,13,1232799,2508,1232900,0.0003,2690.20101393,1.0628626346588135,,
89764,-32.652618408203125,817.65,13,1236799,2512,1236900,0.0003,2733.48155164,1.2282651662826538,,
90256,-33.30900192260742,812.19,13,1239284,2516,1239385,0.0003,2722.6469721800004,2.0373172760009766,,
90483,-33.833656311035156,798.26,13,1241891,2520,1241992,0.0003,2673.3793057000003,7.255974292755127,,
90812,-32.76185607910156,798.26,13,1245891,2524,1245992,0.0003,2674.67261157,1.020064353942871,,
91141,-33.921302795410156,807.72,13,1249847,2528,1249948,0.0003,2706.16639988,0.9552246928215027,,
91369,-32.74073791503906,797.82,13,1252857,2532,1252958,0.0003,2679.2605902699997,9.32639217376709,,
91622,-33.878875732421875,790.52,13,1256127,2536,1256228,0.0003,2652.7221666800006,1.2374348640441895,,
91921,-33.31908416748047,795.1,13,1260127,2540,1260228,0.0003,2659.95694427,9.121191024780273,,
92225,-33.697853088378906,803.93,13,1264127,2544,1264228,0.0003,2684.5245652999997,18.348400115966797,,
92531,-33.43906784057617,825.69,13,1268127,2548,1268228,0.0003,2754.2359680399995,1.0512369871139526,,
92842,-33.80718231201172,830.2,13,1272127,2552,1272228,0.0003,2762.82867669,2.681410312652588,,
93116,-33.303314208984375,830.2,13,1276127,2556,1276228,0.0003,2765.6618354800007,1.0594534873962402,,
93347,-33.8349609375,824.21,13,1279528,2560,1279629,0.0003,2746.4258541499994,1.5835905075073242,,
93614,-33.73971939086914,858.74,13,1283528,2564,1283629,0.0003,2871.6844682600004,1.0956792831420898,,
93825,-33.535728454589844,878.34,13,1286552,2568,1286653,0.0003,2944.1133235899997,0.8652570843696594,,
94102,-33.61112976074219,906.34,13,1290552,2572,1290653,0.0003,3049.74367242,9.012369155883789,,
94375,-33.1937255859375,916.12,13,1294552,2576,1294653,0.0003,3053.8988576799998,1.2778608798980713,,
94644,-32.95961380004883,911.99,13,1298139,2580,1298240,0.0003,3036.48219896,1.9908461570739746,,
,-33.36917495727539,,,1299899,,1300000,0.0003,,8.867040634155273,2040.4497678000002,662.8
95107,-33.705482482910156,899.95,13,1300935,2584,1301036,0.0003,2981.7703630700003,1.3314803838729858,,
95217,-32.66423797607422,885.56,13,1302582,2588,1302683,0.0003,2924.462210710001,2.066368818283081,,
95396,-33.57218933105469,876.14,13,1305640,2592,1305741,0.0003,2881.6183620099996,2.78171443939209,,
95626,-33.946311950683594,876.32,13,1309411,2596,1309512,0.0003,2871.7395547099995,1.3701817989349365,,
95805,-33.36799240112305,876.46,13,1312445,2600,1312546,0.0003,2864.568740479999,0.8650897741317749,,
96043,-32.62174606323242,876.46,13,1316445,2604,1316546,0.0003,2849.0400539,9.78750228881836,,
96215,-32.367645263671875,865.68,13,1319367,2608,1319468,0.0003,2800.09563992,1.0814485549926758,,
96367,-32.31202697753906,851.06,13,1321905,2612,1322006,0.0003,2738.56233662,0.9426956176757812,,
96497,-32.82066345214844,847.47,13,1324031,2616,1324132,0.0003,2713.5359265500006,1.2754262685775757,,
96676,-32.5518798828125,852.18,13,1327109,2620,1327210,0.0003,2735.4756510200004,1.2445297241210938,,
96858,-31.843109130859375,842.44,13,1330135,2624,1330236,0.0003,2699.2745063700004,1.6954398155212402,,
97097,-31.10810661315918,842.88,13,1334135,2628,1334236,0.0003,2695.55821819,1.9080761671066284,,
97330,-31.95099449157715,852.78,13,1338135,2632,1338236,0.0003,2724.91891579,1.0540353059768677,,
97567,-31.742870330810547,860.08,13,1342135,2636,1342236,0.0003,2747.1173501,0.8625055551528931,,
97801,-31.713333129882812,860.08,13,1346135,2640,1346236,0.0003,2747.01112702,2.4748053550720215,,
98039,-31.332271575927734,860.08,13,1350135,2644,1350236,0.0003,2748.3089667000004,1.3576443195343018,,
98265,-32.046836853027344,860.08,13,1354135,2648,1354236,0.0003,2751.0003768899996,1.9517924785614014,,
98427,-31.60022735595703,850.47,13,1357174,2652,1357275,0.0003,2721.60660705,1.1642467975616455,,
98644,-32.70745086669922,850.47,13,1361174,2656,1361275,0.0003,2719.34829859,1.4447489976882935,,
98853,-32.57971954345703,856.46,13,1365174,2660,1365275,0.0003,2742.0135070800006,17.35219955444336,,
99061,-32.592437744140625,856.46,13,1369174,2664,1369275,0.0003,2741.0576290200006,0.7995002269744873,,
99218,-33.18476486206055,856.36,13,1372188,2668,1372289,0.0003,2740.90963072,8.578994750976562,,
99435,-32.219459533691406,856.36,13,1376188,2672,1376289,0.0003,2737.8287676899995,1.0164599418640137,,
99646,-32.524173736572266,851.0,13,1379652,2676,1379753,0.0003,2741.3675605,1.6499717235565186,,
99880,-31.13678741455078,855.13,13,1383652,2680,1383753,0.0003,2750.371526430001,1.708329439163208,,
100102,-31.861865997314453,864.74,13,1387409,2684,1387510,0.0003,2787.274271850001,1.0967097282409668,,
100340,-31.444015502929688,888.04,13,1391386,2688,1391487,0.0003,2868.3051168,1.1792882680892944,,
100505,-31.73284912109375,884.92,13,1394132,2692,1394233,0.0003,2858.47359939,0.9612984657287598,,
100678,-31.322946548461914,874.65,13,1396876,2696,1396977,0.0003,2823.154312569999,9.621452331542969,,
,-31.995445251464844,,,1399899,,1400000,0.0003,,2.090808629989624,2505.3477058,722.0
101044,-31.925758361816406,877.15,13,1400160,2700,1400261,0.0003,2833.41271526,1.9917948246002197,,
101261,-31.520326614379883,877.15,13,1404160,2704,1404261,0.0003,2843.54767617,1.5006922483444214,,
101469,-31.23055648803711,887.93,13,1408160,2708,1408261,0.0003,2893.1126573700008,6.644467353820801,,
101680,-31.99814224243164,902.55,13,1412160,2712,1412261,0.0003,2951.7190796200007,1.6154272556304932,,
101899,-32.336753845214844,921.29,13,1416160,2716,1416261,0.0003,3029.3139509400007,1.5784270763397217,,
102138,-32.11152648925781,930.51,13,1420160,2720,1420261,0.0003,3057.51021856,9.912096977233887,,
102375,-32.52190017700195,940.25,13,1424160,2724,1424261,0.0003,3090.2912130500004,9.886405944824219,,
102615,-32.61111068725586,940.25,13,1428160,2728,1428261,0.0003,3093.65951313,1.2437574863433838,,
102851,-32.97467803955078,940.25,13,1432160,2732,1432261,0.0003,3097.5086982999997,0.9212867021560669,,
103086,-32.32029724121094,940.25,13,1436160,2736,1436261,0.0003,3099.2928169999996,2.1620349884033203,,
103332,-32.53947067260742,940.25,13,1440160,2740,1440261,0.0003,3099.8600071099995,8.462047576904297,,
103568,-33.64221954345703,940.25,13,1444160,2744,1444261,0.0003,3099.6162431599996,0.9202239513397217,,
103689,-32.87226867675781,920.48,13,1446183,2748,1446284,0.0003,3033.60102453,0.7930865287780762,,
103929,-31.826496124267578,930.09,13,1450183,2752,1450284,0.0003,3061.80340492,2.632197380065918,,
104106,-32.359249114990234,920.21,13,1453195,2756,1453296,0.0003,3022.74437248,0.9348939061164856,,
104344,-33.50624084472656,920.21,13,1457195,2760,1457296,0.0003,3012.69058148,1.4983429908752441,,
104672,-32.45041275024414,920.21,13,1461195,2764,1461296,0.0003,3004.3001908300002,0.7724899053573608,,
104876,-32.94219970703125,915.54,13,1463742,2768,1463843,0.0003,2984.5933710100007,10.899715423583984,,
105046,-31.830411911010742,905.65,13,1466753,2772,1466854,0.0003,2942.26275765,1.4726567268371582,,
105414,-32.49890899658203,911.01,13,1470753,2776,1470854,0.0003,2974.5212100800004,2.104633092880249,,
105794,-32.724327087402344,902.1,13,1473862,2780,1473963,0.0003,2946.7454406600004,1.6266093254089355,,
106333,-32.5925178527832,904.53,13,1477862,2784,1477963,0.0003,2959.2890451999997,1.4175196886062622,,
107337,-33.26265335083008,903.97,13,1481783,2788,1481884,0.0003,2961.72094269,1.1310843229293823,,
107587,-33.47929000854492,914.82,13,1485614,2792,1485715,0.0003,2997.1643819700002,0.923291802406311,,
107775,-33.11110305786133,916.66,13,1488542,2796,1488643,0.0003,2994.03552076,1.5793735980987549,,
107964,-32.320579528808594,913.95,13,1491555,2800,1491656,0.0003,2983.1656798599997,1.151672601699829,,
108154,-33.190704345703125,904.98,13,1494658,2804,1494759,0.0003,2944.8405025900006,0.9611486792564392,,
108272,-33.263118743896484,883.44,13,1496504,2808,1496605,0.0003,2854.00091366,0.8794103860855103,,
,-32.77653503417969,,,1499899,,1500000,0.0003,,1.2113779783248901,3200.5258034,1000.0
108803,-32.486968994140625,877.48,13,1499908,2812,1500009,0.0003,2824.45267981,4.968218803405762,,
109036,-32.33863830566406,874.78,13,1503638,2816,1503739,0.0003,2808.1809517499996,1.454387903213501,,
109210,-32.26936340332031,862.66,13,1506426,2820,1506527,0.0003,2770.90059527,1.0854771137237549,,
109392,-32.33441925048828,852.25,13,1509385,2824,1509486,0.0003,2732.4504099399996,1.217785358428955,,
109614,-31.215206146240234,847.48,13,1512908,2828,1513009,0.0003,2715.420535409999,7.855828762054443,,
109846,-31.065086364746094,843.42,13,1516502,2832,1516603,0.0003,2668.3652561999997,2.2110824584960938,,
110025,-32.39032745361328,833.6,13,1519520,2836,1519621,0.0003,2640.5015959999996,4.467084884643555,,
110192,-32.74287414550781,823.84,13,1522544,2840,1522645,0.0003,2616.6229487699998,1.2915853261947632,,
110360,-32.01947021484375,813.95,13,1525555,2844,1525656,0.0003,2592.30121064,1.9931628704071045,,
110586,-33.48634338378906,833.72,13,1529555,2848,1529656,0.0003,2666.13895411,8.869694709777832,,
110754,-32.673221588134766,824.02,13,1532585,2852,1532686,0.0003,2643.52052542,1.0893583297729492,,
110988,-32.40968704223633,833.9,13,1536585,2856,1536686,0.0003,2684.4156065699995,1.1916980743408203,,
111223,-32.151588439941406,833.9,13,1540585,2860,1540686,0.0003,2691.15044049,1.0934562683105469,,
111470,-32.47578811645508,832.19,13,1544414,2864,1544515,0.0003,2677.57136739,4.068524360656738,,
111685,-33.092498779296875,841.49,13,1547891,2868,1547992,0.0003,2704.33174815,2.7917213439941406,,
111785,-33.00593566894531,826.87,13,1549440,2872,1549541,0.0003,2656.19991943,3.561339855194092,,
111977,-32.11341094970703,818.13,13,1552566,2876,1552667,0.0003,2614.5286426700004,1.4949333667755127,,
112162,-31.975357055664062,816.52,13,1555514,2880,1555615,0.0003,2558.7672883,2.4503939151763916,,
112427,-30.42933464050293,816.52,13,1559514,2884,1559615,0.0003,2543.4851395200003,19.159568786621094,,
112686,-31.606603622436523,817.31,13,1563514,2888,1563615,0.0003,2532.7826991600004,8.879377365112305,,
112941,-30.93537139892578,819.0,13,1567514,2892,1567615,0.0003,2530.8161370600005,1.739062786102295,,
113146,-30.705642700195312,822.93,13,1570835,2896,1570936,0.0003,2547.4347225,1.9835844039916992,,
113401,-32.02641677856445,832.8,13,1574835,2900,1574936,0.0003,2576.7588845400005,7.4146528244018555,,
113652,-31.493968963623047,841.89,13,1578847,2904,1578948,0.0003,2602.99422465,9.808032989501953,,
113905,-31.607620239257812,863.43,13,1582847,2908,1582948,0.0003,2671.1317077000003,10.575039863586426,,
114151,-29.983646392822266,869.39,13,1586847,2912,1586948,0.0003,2693.679133470001,2.043699026107788,,
114340,-31.955467224121094,865.62,13,1590200,2916,1590301,0.0003,2686.4003771600005,1.7217212915420532,,
114573,-31.271690368652344,877.74,13,1594200,2920,1594301,0.0003,2731.99087311,1.5310304164886475,,
114773,-30.93329620361328,883.76,13,1597761,2924,1597862,0.0003,2764.7941889499994,1.671320915222168,,
,-31.713756561279297,,,1599899,,1600000,0.0003,,1.8371747732162476,2845.0865448000004,804.8
115232,-32.4066162109375,889.91,13,1601899,2928,1602000,0.0003,2795.89961233,0.9919595718383789,,
115429,-32.03662872314453,887.38,13,1605240,2932,1605341,0.0003,2823.1505869899997,0.8914321660995483,,
115599,-32.063201904296875,887.31,13,1608251,2936,1608352,0.0003,2825.09214406,2.467933177947998,,
115779,-32.12042999267578,888.81,13,1611425,2940,1611526,0.0003,2825.6515761699998,2.4398481845855713,,
116011,-32.27199172973633,898.7,13,1615425,2944,1615526,0.0003,2857.11506268,6.594959259033203,,
116239,-31.067493438720703,898.7,13,1619425,2948,1619526,0.0003,2853.07947551,1.8295608758926392,,
116459,-32.133426666259766,908.4,13,1623425,2952,1623526,0.0003,2884.73469493,1.055683970451355,,
116710,-32.01402282714844,908.4,13,1627425,2956,1627526,0.0003,2878.80497927,1.5230562686920166,,
116962,-30.910123825073242,908.4,13,1631425,2960,1631526,0.0003,2867.02862454,1.28810453414917,,
117152,-31.644010543823242,900.41,13,1634455,2964,1634556,0.0003,2843.4404041800003,0.9964456558227539,,
117412,-32.309749603271484,905.64,13,1638455,2968,1638556,0.0003,2854.6932228,1.656745433807373,,
117554,-31.40534210205078,912.31,13,1640671,2972,1640772,0.0003,2856.98870895,2.5450778007507324,,
117760,-31.82274627685547,912.57,13,1643823,2976,1643924,0.0003,2834.19709228,7.616410255432129,,
118005,-30.06466293334961,923.09,13,1647823,2980,1647924,0.0003,2905.912987190001,7.026114463806152,,
118236,-30.819259643554688,923.09,13,1651823,2984,1651924,0.0003,2918.4914476299996,1.3194806575775146,,
118465,-31.302717208862305,923.09,13,1655823,2988,1655924,0.0003,2934.72137539,2.066310405731201,,
118639,-32.71735382080078,913.79,13,1658893,2992,1658994,0.0003,2918.29798965,8.848344802856445,,
118824,-32.071258544921875,912.9,13,1662125,2996,1662226,0.0003,2933.1582213100005,14.959999084472656,,
119032,-32.779109954833984,908.92,13,1665727,3000,1665828,0.0003,2929.1579125900003,1.154713749885559,,
119273,-32.929012298583984,908.8,13,1669727,3004,1669828,0.0003,2944.7480717099997,0.8429852724075317,,
119534,-33.18049621582031,908.55,14,1673702,3008,1673803,0.0003,2950.82509154,2.1073737144470215,,
119765,-33.18338394165039,904.42,14,1677289,3012,1677390,0.0003,2930.2503641499998,10.635135650634766,,
119906,-32.37162780761719,892.41,14,1679441,3016,1679542,0.0003,2884.873534790001,2.7028987407684326,,
120085,-31.01679229736328,879.51,14,1682151,3020,1682252,0.0003,2831.86737805,2.663566827774048,,
120324,-33.0921745300293,881.28,14,1685889,3024,1685990,0.0003,2832.184434279999,1.6673108339309692,,
120566,-33.08236312866211,877.81,14,1689680,3028,1689781,0.0003,2805.5593733499995,1.6701886653900146,,
120790,-31.64059066772461,882.69,14,1693509,3032,1693610,0.0003,2824.4343953300013,1.6530702114105225,,
121013,-32.58905792236328,892.58,14,1697509,3036,1697610,0.0003,2860.2644024,1.9440046548843384,,
,-32.39067840576172,,,1699899,,1700000,0.0003,,9.930269241333008,3148.6190116000002,948.0
121523,-31.835737228393555,900.0,14,1701425,3040,1701526,0.0003,2876.518598480001,1.899410367012024,,
121698,-32.39287567138672,890.11,14,1704436,3044,1704537,0.0003,2846.29488536,0.9915006756782532,,
121953,-32.95372772216797,883.95,14,1707820,3048,1707921,0.0003,2819.48946101,15.943571090698242,,
122170,-32.212623596191406,870.72,14,1710497,3052,1710598,0.0003,2765.88680628,9.305486679077148,,
122414,-31.926517486572266,860.85,13,1713510,3056,1713611,0.0003,2730.0373818200005,1.1985338926315308,,
122646,-32.22768020629883,849.45,13,1716370,3060,1716471,0.0003,2695.06158835,2.432565212249756,,
122885,-31.81075668334961,848.31,13,1719286,3064,1719387,0.0003,2693.40759385,3.098289966583252,,
123209,-30.73065185546875,848.31,13,1723286,3068,1723387,0.0003,2696.57847208,2.075556516647339,,
123536,-31.103118896484375,866.15,13,1727286,3072,1727387,0.0003,2760.400428129999,3.8554720878601074,,
123767,-28.957157135009766,864.93,13,1730316,3076,1730417,0.0003,2777.8832395800005,12.869293212890625,,
124072,-27.080772399902344,864.93,13,1734316,3080,1734417,0.0003,2774.8904801,3.6321005821228027,,
124371,-28.543874740600586,864.93,13,1738316,3084,1738417,0.0003,2757.5639216900004,1.2700152397155762,,
124605,-30.41014862060547,856.0,13,1741423,3088,1741524,0.0003,2702.5738468100003,1.7698153257369995,,
124919,-30.951805114746094,865.3,13,1745423,3092,1745524,0.0003,2725.6959820499997,1.6110217571258545,,
125220,-31.010086059570312,872.98,13,1749423,3096,1749524,0.0003,2738.31660388,1.4151875972747803,,
125502,-30.378637313842773,876.96,13,1753423,3100,1753524,0.0003,2750.60964368,2.5608391761779785,,
125772,-31.06821060180664,876.96,13,1757423,3104,1757524,0.0003,2744.9740642799998,1.2629656791687012,,
125973,-31.625850677490234,867.45,13,1760447,3108,1760548,0.0003,2724.09126083,5.388798236846924,,
126235,-31.05744171142578,871.58,13,1764447,3112,1764548,0.0003,2749.9606817,2.7624502182006836,,
126437,-31.454513549804688,880.3,13,1767471,3116,1767572,0.0003,2784.0454488,6.970284461975098,,
126716,-31.42542266845703,893.2,13,1771471,3120,1771572,0.0003,2835.94834416,1.1374740600585938,,
127004,-31.109451293945312,895.82,13,1775471,3124,1775572,0.0003,2850.404175410001,9.7908935546875,,
127276,-31.244251251220703,897.91,13,1779471,3128,1779572,0.0003,2864.3186118900007,1.7714399099349976,,
127548,-32.308963775634766,899.62,13,1783471,3132,1783572,0.0003,2869.2149349799997,1.243375301361084,,
127813,-31.62146759033203,899.62,13,1787471,3136,1787572,0.0003,2866.6864789999986,9.463757514953613,,
128084,-31.62779998779297,900.46,13,1791471,3140,1791572,0.0003,2882.6385239800006,0.9351541996002197,,
